company_name,uid,sitz,kanton
Stoffler Musik AG,CHE-105.556.765,Basel,BS
Stohler AG Rasenpflege- und Reinigungsmaschinen,CHE-102.642.612,Therwil,BL
Stokar + Partner AG,CHE-105.457.063,Basel,BS
stone lab ag,CHE-491.139.237,Pratteln,BL
Stoney Moss Holding AG,CHE-137.577.197,Binningen,BL
Stop & Shop AG,CHE-458.608.741,Basel,BS
Storchennest Immobilien AG,CHE-143.583.042,Basel,BS
STORE HANDLING AG,CHE-112.043.465,Basel,BS
Store-Invest AG in Liquidation,CHE-115.891.691,Pratteln,BL
Storen Fust AG,CHE-115.787.415,Reinach (BL),BL
Stracon Finanz & Marketing Holding AG,CHE-108.397.351,Muttenz,BL
Stracon IT Solutions AG,CHE-113.936.070,Muttenz,BL
Stracon Services AG,CHE-113.005.131,Muttenz,BL
Strafin Asset Management AG,CHE-254.404.581,Reinach (BL),BL
Strafin Holding AG,CHE-229.075.020,Basel,BS
Strafin Immobilien Treuhand AG,CHE-112.484.007,Reinach (BL),BL
Strafin Versicherungsbroker AG,CHE-282.264.948,Reinach (BL),BL
Straga Handels AG,CHE-101.830.795,Basel,BS
StraGre AG,CHE-454.527.368,Basel,BS
Stratas AG,CHE-114.326.543,Basel,BS
STRATO immo AG,CHE-100.785.117,Laufen,BL
Stratpharma AG,CHE-112.691.871,Basel,BS
Stratus Services AG,CHE-294.339.642,Basel,BS
Straumann-Hipp AG,CHE-105.814.387,Basel,BS
Straumann-Hipp Bauconsult AG,CHE-105.191.764,Basel,BS
Straumann Holding AG,CHE-101.673.828,Basel,BS
Straumann Treuhand AG,CHE-113.180.716,Therwil,BL
Straw Concept AG,CHE-194.138.296,Basel,BS
Stream House AG,CHE-496.279.650,Basel,BS
Streflex AG,CHE-102.503.790,Oberwil (BL),BL
Streicher & Brotschin Revision AG,CHE-114.014.919,Basel,BS
Streicher & Brotschin Treuhand AG,CHE-107.304.045,Basel,BS
Streiffschuss Films AG,CHE-101.808.979,Basel,BS
Strichcode Apotheke AG,CHE-215.414.802,Sissach,BL
Stricker & Partner AG,CHE-412.553.495,Basel,BS
Stricker Trading AG,CHE-214.713.857,Basel,BS
Stringer & Partners AG,CHE-104.534.502,Reinach (BL),BL
Stroemfeld Verlag AG in Liquidation,CHE-107.942.518,Basel,BS
Strohbach Holding AG,CHE-149.670.076,Bettingen,BS
Stromal Therapeutics AG,CHE-370.604.771,Basel,BS
Stromberg & Partner AG,CHE-341.397.297,Oberwil (BL),BL
Strosbi AG,CHE-334.158.155,Oberwil (BL),BL
Strub Architektur AG in Liquidation,CHE-115.297.097,Itingen,BL
Strübin Gartenbau AG,CHE-101.446.238,Liestal,BL
"Strüby AG, Destillerie + Weinhandel",CHE-105.812.247,Thürnen,BL
STS Management AG,CHE-102.532.053,Itingen,BL
Stücker AG,CHE-101.329.348,Basel,BS
Studer-Schweizer Immobilien AG,CHE-149.623.898,Liestal,BL
Studer Treuhand AG,CHE-107.792.207,Liestal,BL
Studio Coiffure Techiche AG,CHE-107.876.011,Basel,BS
Studio Gugger AG,CHE-115.463.929,Basel,BS
Stump & Schibli Architekten BSA AG,CHE-112.834.745,Basel,BS
Sturm AG,CHE-112.146.852,Muttenz,BL
Sturnus AG,CHE-353.910.037,Basel,BS
STW Schürmann Treuhand AG,CHE-106.258.000,Titterten,BL
Styner AG,CHE-103.867.007,Reinach (BL),BL
SUB Basel AG,CHE-453.052.606,Basel,BS
Sub-BL AG in Liquidation,CHE-226.892.502,Basel,BS
Sub-St. Jakob AG,CHE-213.141.728,Basel,BS
Sud AG in Liquidation,CHE-116.220.424,Basel,BS
Sudarshan Switzerland Consulting AG,CHE-386.324.225,Pratteln,BL
Sudarshan Switzerland HLD1 AG,CHE-402.794.086,Pratteln,BL
Sudarshan Switzerland HLD2 AG,CHE-101.257.789,Pratteln,BL
Sudarshan Switzerland SLO AG,CHE-242.447.460,Pratteln,BL
SUGRO AG,CHE-134.459.710,Basel,BS
Sugro Holding AG,CHE-107.375.341,Reinach (BL),BL
Suhma AG in Liquidation,CHE-103.454.579,Basel,BS
Suhre Park AG in Liquidation,CHE-116.290.519,Aesch (BL),BL
Suiselectra Ingenieurunternehmung AG in Liquidation,CHE-104.424.351,Basel,BS
SuisseControls AG in Liquidation,CHE-405.329.337,Basel,BS
Suisse Light Consulting AG,CHE-113.853.633,Sissach,BL
Suisse Real Estate AG,CHE-443.481.704,Basel,BS
Suissesoft AG,CHE-230.738.525,Basel,BS
Sukoa AG,CHE-176.840.613,Basel,BS
Suliva AG,CHE-363.009.853,Laufen,BL
SULO Schweiz AG,CHE-107.890.330,Aesch (BL),BL
Sunbow AG in Liq.,CHE-315.908.186,Basel,BS
Sundowner AG,CHE-464.852.367,Basel,BS
Sun Hill Living AG,CHE-106.511.570,Sissach,BL
SUNinvest AG,CHE-105.539.117,Bottmingen,BL
SUNNY BEACH AG,CHE-108.775.341,Bottmingen,BL
Sunnyside Immo AG,CHE-103.306.648,Basel,BS
SunRegen Healthcare AG,CHE-295.245.274,Reinach (BL),BL
Sunset Concepta AG,CHE-114.015.741,Läufelfingen,BL
Sunshine Holding AG,CHE-113.794.663,Blauen,BL
Sunshine Immobilien AG,CHE-461.053.654,Buus,BL
Sunshine View Properties Ltd,CHE-113.053.242,Basel,BS
Sunstar-Holding AG,CHE-107.793.997,Liestal,BL
Sunstar Hotels Management AG,CHE-234.063.850,Liestal,BL
SUN TOWER AG,CHE-114.326.508,Liestal,BL
SUO TEMPORE AG,CHE-101.072.184,Riehen,BS
Superabsorbent Technologies AG,CHE-196.106.137,Basel,BS
Supercar Invest AG,CHE-179.684.634,Basel,BS
Superlab Suisse Basel AG,CHE-484.617.349,Basel,BS
SuperOffice AG,CHE-107.358.785,Basel,BS
Supremest AG,CHE-180.261.252,Basel,BS
Supremia AG,CHE-105.931.320,Basel,BS
Supsign AG,CHE-444.244.526,Münchenstein,BL
Surer AG,CHE-105.880.071,Pratteln,BL
Surer Holding AG,CHE-109.558.289,Liestal,BL
Surer Kipper Transport AG,CHE-108.199.058,Liestal,BL
Surer UPREC AG,CHE-343.310.433,Muttenz,BL
Surrieven AG,CHE-101.783.606,Riehen,BS
SURYMOT AG,CHE-310.480.011,Basel,BS
sustaily development ag,CHE-158.178.590,Basel,BS
Suter IC-Design AG,CHE-105.461.685,Sissach,BL
Suter Immobilien Treuhand AG,CHE-108.298.832,Binningen,BL
Suter Immo Finanz AG,CHE-101.619.102,Binningen,BL
Suter Joerin AG,CHE-101.800.742,Arlesheim,BL
Sutter AG,CHE-105.806.301,Basel,BS
Sutter Aushub + Rückbau AG,CHE-105.825.528,Lausen,BL
Sutter & Co. AG,CHE-106.719.113,Gelterkinden,BL
Sutter de Vries Holding AG,CHE-224.582.918,Muttenz,BL
Sutter Hydraulik & Pneumatik AG,CHE-107.113.918,Zunzgen,BL
"SUTTER, Ingenieur- und Planungsbüro AG",CHE-105.812.566,Arboldswil,BL
Sütterlin AG,CHE-342.477.013,Schönenbuch,BL
Sutter Tschudin Holding AG,CHE-157.455.918,Lausen,BL
SUVO Ortho Holding AG,CHE-465.055.528,Basel,BS
Svenab AG,CHE-102.958.297,Basel,BS
SVV lnsurance Group AG,CHE-115.323.062,Basel,BS
SWAG Swiss Work AG,CHE-114.294.624,Basel,BS
Swarnamaliga AG,CHE-205.959.402,Basel,BS
Swedish Orphan Biovitrum AG,CHE-284.917.678,Basel,BS
Sweet Basel AG,CHE-103.144.245,Basel,BS
SWEET DREAMS COLLECTION AG,CHE-113.001.133,Reinach (BL),BL
Swetex AG,CHE-106.316.614,Basel,BS
SWIAG AG,CHE-103.225.145,Reinach (BL),BL
Swift Management AG,CHE-106.512.575,Basel,BS
SWINFINITELY AG,CHE-257.395.636,Basel,BS
Swiss 1876 AG,CHE-194.036.276,Basel,BS
swiss access ag,CHE-101.383.632,Basel,BS
Swiss Architektur und Project AG,CHE-103.570.381,Pratteln,BL
SWISSAURA Baumanagement AG,CHE-371.557.631,Reinach (BL),BL
SWISSAURA Holding AG,CHE-468.932.717,Reinach (BL),BL
SWISSAURA Immo AG,CHE-494.361.045,Reinach (BL),BL
SWISSAVANS AG in Liquidation,CHE-315.094.945,Basel,BS
Swiss Aviation Software AG,CHE-100.616.503,Allschwil,BL
Swiss BioQuant AG,CHE-113.996.468,Reinach (BL),BL
SwissBlend AG,CHE-115.555.715,Binningen,BL
Swiss-boats AG,CHE-156.156.270,Frenkendorf,BL
Swiss Business Fit AG in Liq.,CHE-299.557.330,Basel,BS
Swiss Car Group AG,CHE-367.419.115,Basel,BS
Swisschange Financial Services AG,CHE-110.275.645,Basel,BS
Swisschange Group AG,CHE-240.628.128,Basel,BS
Swiss Classic AG,CHE-116.375.713,Basel,BS
"Swissdata, Fachmesse für Datenverarbeitung AG",CHE-103.244.415,Basel,BS
Swiss Data Labs AG in Liquidation,CHE-152.395.539,Riehen,BS
Swiss Deli Trade AG,CHE-439.359.201,Liestal,BL
Swiss Distribution AG Itingen,CHE-409.184.693,Itingen,BL
Swiss Domus Solutions AG,CHE-359.832.140,Basel,BS
Swiss Education Institute AG,CHE-475.438.575,Lausen,BL
Swiss Enterprise Solutions AG,CHE-109.305.133,Liestal,BL
SWISS FACILITY EXPERTS AG,CHE-258.820.004,Basel,BS
Swiss Fair Experts AG,CHE-397.300.298,Basel,BS
Swiss Finance Solutions AG,CHE-160.908.317,Reinach (BL),BL
SwissFirst AG,CHE-266.019.126,Basel,BS
Swiss Flowers AG,CHE-246.175.912,Basel,BS
SWISSFM AG,CHE-109.628.228,Basel,BS
Swissglobal AG,CHE-107.427.044,Füllinsdorf,BL
Swiss Handwerker AG,CHE-494.473.187,Basel,BS
Swiss Harmony International AG,CHE-366.000.570,Grellingen,BL
SwissHelp66 AG,CHE-112.767.178,Basel,BS
Swiss Immo Management AG,CHE-113.609.300,Binningen,BL
Swiss Immo Pool AG,CHE-159.565.452,Itingen,BL
Swiss Immo Trust AG,CHE-111.772.975,Binningen,BL
Swiss Indoors AG,CHE-103.157.259,Allschwil,BL
Swiss Insurance Union AG,CHE-266.188.912,Reinach (BL),BL
Swissjobfair AG,CHE-149.355.798,Basel,BS
Swiss Kanaltechnik AG,CHE-177.501.757,Reinach (BL),BL
Swiss Kompass AG,CHE-380.840.184,Basel,BS
SwissLink International AG,CHE-382.470.885,Binningen,BL
SWISSLODGING AG,CHE-112.482.037,Basel,BS
Swisslogofactory AG,CHE-387.671.480,Birsfelden,BL
Swiss Luther Travel Cruises AG,CHE-131.336.152,Basel,BS
Swiss Made Cannabis Holding AG,CHE-339.803.572,Allschwil,BL
Swiss Media & Entertainment AG in Liquidation,CHE-108.598.197,Pratteln,BL
Swiss Mega Park AG,CHE-107.879.050,Frenkendorf,BL
Swiss Mermaid AG,CHE-356.625.202,Hölstein,BL
Swiss Metalau AG,CHE-251.902.291,Frenkendorf,BL
Swiss Nature Concept AG,CHE-112.569.709,Oberwil (BL),BL
SWISSNESS INVEST AG,CHE-114.612.776,Basel,BS
swiss office team ag,CHE-194.421.533,Aesch (BL),BL
Swiss Olitrade AG,CHE-286.142.847,Liestal,BL
Swiss Pain Institute Basel AG,CHE-396.619.461,Basel,BS
Swiss Peak Immo AG,CHE-430.122.503,Muttenz,BL
Swiss Performance Chemicals AG,CHE-113.249.012,Muttenz,BL
Swiss Pet Food Holding AG,CHE-183.963.103,Arboldswil,BL
Swiss Precision Partners AG,CHE-419.944.678,Muttenz,BL
Swiss Premium Trading and Consulting Ltd,CHE-401.244.222,Bettingen,BS
SWISSPRIVA.CH Schweizerische Privattreuhand AG,CHE-382.184.511,Basel,BS
Swiss Private Estate AG,CHE-254.218.914,Birsfelden,BL
swisspro NW AG,CHE-112.359.750,Allschwil,BL
Swiss Property Apex III AG,CHE-276.888.052,Binningen,BL
Swiss Property Apex IV AG,CHE-206.353.834,Binningen,BL
SWISS PROPERTY IMMOBILIEN AG in Liquidation,CHE-251.490.555,Basel,BS
swisspulse Real Estate AG in Liquidation,CHE-101.095.601,Basel,BS
Swiss Revision AG,CHE-106.512.871,Basel,BS
Swiss Rockets AG,CHE-174.292.445,Basel,BS
Swiss Shared Holding AG,CHE-472.069.458,Basel,BS
Swiss Shufflers AG,CHE-141.249.313,Basel,BS
Swiss Solar City AG,CHE-210.684.091,Basel,BS
Swiss Standard Solutions AG,CHE-344.728.373,Itingen,BL
Swisstech Fachmesse AG,CHE-103.076.508,Basel,BS
swissterminal ag,CHE-112.701.452,Frenkendorf,BL
swissterminal Basel AG,CHE-102.331.922,Basel,BS
swissterminal Birsfelden AG,CHE-101.294.247,Birsfelden,BL
swissterminal Frenkendorf AG,CHE-105.939.126,Frenkendorf,BL
swiss therapieteam ag,CHE-485.448.003,Pratteln,BL
Swiss Trading AG,CHE-174.391.969,Basel,BS
Swiss Trading Solutions AG,CHE-116.132.530,Reinach (BL),BL
Swiss Transport Logistics (STL) AG in Liquidation,CHE-423.878.056,Basel,BS
Swiss Vault AG,CHE-460.694.075,Basel,BS
Swiss Video & Security AG,CHE-110.034.018,Basel,BS
SWITRECO AG,CHE-380.219.280,Basel,BS
Switzerland Innovation Park Basel Area AG,CHE-186.319.039,Allschwil,BL
SWR Trading AG,CHE-370.750.875,Basel,BS
SWSB AG,CHE-470.069.683,Basel,BS
SYFEX AG,CHE-105.420.226,Basel,BS
Sygama SA,CHE-106.123.943,Allschwil,BL
Symmetryk.com AG,CHE-376.507.623,Füllinsdorf,BL
Sympag AG,CHE-411.024.403,Basel,BS
Sympajobs AG,CHE-397.868.943,Reinach (BL),BL
Sympany Holding AG,CHE-108.695.860,Basel,BS
Sympany Services AG,CHE-348.551.702,Basel,BS
Sympany Versicherungen AG,CHE-113.511.345,Basel,BS
Sympatron Security Technology AG,CHE-459.961.826,Basel,BS
symsights AG,CHE-352.542.008,Arlesheim,BL
Synadoc AG,CHE-112.900.000,Basel,BS
Synco Chemie AG,CHE-107.968.280,Ormalingen,BL
syndata AG,CHE-109.881.431,Muttenz,BL
Synendos Therapeutics AG,CHE-145.781.587,Basel,BS
Synergy IP Group AG,CHE-110.311.749,Basel,BS
Syngenta AG,CHE-101.160.902,Basel,BS
Syngenta Agroservices Asia AG,CHE-103.942.726,Basel,BS
Syngenta Crop Protection AG,CHE-108.526.832,Basel,BS
Syngenta Finance AG,CHE-113.036.746,Basel,BS
Syngenta Iberoamericana AG,CHE-102.686.928,Basel,BS
Syngenta Overseas AG,CHE-102.404.627,Basel,BS
Syngenta Rückversicherung AG,CHE-226.487.892,Basel,BS
Syngenta South Asia AG,CHE-109.897.142,Basel,BS
SYNOCOM AG,CHE-295.969.515,Muttenz,BL
SYNOCOM INVEST AG in Liquidation,CHE-443.261.189,Muttenz,BL
Synopac AG,CHE-107.958.548,Aesch (BL),BL
SynphaBase AG,CHE-101.399.656,Pratteln,BL
Synsolar Invest AG,CHE-308.354.897,Basel,BS
Syntalis SA,CHE-105.877.784,Basel,BS
Syntegra ClimateTech AG,CHE-114.472.452,Basel,BS
Synthegra AG,CHE-105.042.561,Pfeffingen,BL
Synthetics International AG,CHE-104.833.212,Basel,BS
syslink software AG,CHE-111.722.291,Basel,BS
Syspro Automation AG,CHE-258.854.291,Basel,BS
Systemia AG,CHE-107.944.718,Basel,BS
Systemia Holding AG,CHE-189.400.821,Basel,BS
t2b AG,CHE-101.473.778,Basel,BS
T3 Pharmaceuticals AG,CHE-176.288.242,Allschwil,BL
TAA AG,CHE-103.320.430,Basel,BS
Taboris Holding AG,CHE-100.891.512,Basel,BS
Tagesklinik Dr. med. Salm AG,CHE-410.181.945,Liestal,BL
tags&more ag,CHE-110.354.173,Reinach (BL),BL
Talentzio AG,CHE-351.916.690,Liestal,BL
Talentzio Med AG,CHE-425.944.296,Liestal,BL
TALESI Treuhand AG,CHE-259.902.596,Reinach (BL),BL
Taleven Immobilien AG,CHE-312.339.470,Basel,BS
Talhaus AG,CHE-401.526.057,Bubendorf,BL
Talismanit AG,CHE-171.989.277,Basel,BS
Talis Powerhouse AG,CHE-227.575.613,Muttenz,BL
Tally Weijl Holding AG,CHE-102.132.133,Basel,BS
Tally Weijl Retail Europe AG,CHE-244.992.805,Basel,BS
Tally Weijl Retail Switzerland AG,CHE-106.046.797,Basel,BS
Tally Weijl Trading AG,CHE-104.296.780,Basel,BS
TALO Immobilien AG,CHE-110.129.794,Basel,BS
TALPP Holding AG,CHE-132.368.640,Gelterkinden,BL
TANG Engros AG,CHE-106.762.876,Basel,BS
TangerineTone AG,CHE-330.366.157,Basel,BS
Tanned! AG,CHE-112.353.799,Basel,BS
"Tanner & Bosshardt AG, Offset und Buchdruck",CHE-101.341.266,Basel,BS
Tantum AG,CHE-316.875.313,Basel,BS
Tanzschule Fromm AG,CHE-105.921.965,Basel,BS
TARAG AG,CHE-464.872.128,Reinach (BL),BL
Tarag Service AG,CHE-105.858.120,Reinach (BL),BL
TARENO AG,CHE-105.457.092,Basel,BS
TargImmune Therapeutics AG,CHE-349.430.797,Basel,BS
"Tarot, Ruth Bitterli AG",CHE-105.910.536,Basel,BS
TAU Tanklager Auhafen AG,CHE-264.414.256,Muttenz,BL
Tavero AG,CHE-106.054.644,Basel,BS
TAWO AG,CHE-107.735.706,Pratteln,BL
Taxag Steuerberatungs- & Treuhandgesellschaft AG,CHE-107.942.547,Basel,BS
TAXConsulting AG,CHE-456.499.866,Basel,BS
Taxi-Zentrale AG Basel,CHE-109.614.864,Basel,BS
Tax Liens Management AG,CHE-485.878.728,Basel,BS
TAXPERTA Treuhand AG,CHE-109.330.591,Oberwil (BL),BL
Tayala AG,CHE-100.454.465,Birsfelden,BL
TBC Consulting AG,CHE-182.556.391,Birsfelden,BL
TB Immobilien-Management AG,CHE-419.411.235,Basel,BS
T. Canonica AG,CHE-252.773.984,Füllinsdorf,BL
TCB Töff-Center Basel AG in Liquidation,CHE-107.875.804,Basel,BS
TCM Baselland AG,CHE-449.239.768,Laufen,BL
TCM Tenniscenter AG Münchenstein,CHE-100.544.849,Münchenstein,BL
TD Tools Direct AG,CHE-108.545.290,Lupsingen,BL
Teachware AG,CHE-106.460.441,Bottmingen,BL
Teamprojekt AG,CHE-100.432.877,Oberwil (BL),BL
Team Regio Holding AG,CHE-314.046.234,Basel,BS
TeamSolutions AG,CHE-105.116.917,Basel,BS
TEBA Holding AG in Liquidation,CHE-112.198.441,Zwingen,BL
TéB-Jouets SA,CHE-401.756.485,Basel,BS
TecDox Invest AG,CHE-364.119.651,Basel,BS
TECHBOHR AG in Liquidation,CHE-105.070.190,Muttenz,BL
TechCenter Reinach AG,CHE-115.263.738,Reinach (BL),BL
Tech & IT Consulting AG,CHE-452.338.247,Aesch (BL),BL
TechMira AG,CHE-107.876.117,Basel,BS
Techmosim AG,CHE-101.719.235,Muttenz,BL
Techno AG,CHE-107.874.360,Aesch (BL),BL
Technoleo AG,CHE-210.975.499,Liestal,BL
Technologiepark Basel AG,CHE-499.100.256,Basel,BS
Tech-Personal AG,CHE-113.680.551,Basel,BS
TECHTORY International AG,CHE-191.421.123,Reinach (BL),BL
TECOmedical AG,CHE-100.707.241,Sissach,BL
TECregen AG,CHE-442.791.208,Basel,BS
TEC Swiss AG,CHE-115.006.294,Liestal,BL
TECTON-FLADAG AG,CHE-107.793.939,Pratteln,BL
TE - Holding AG,CHE-485.166.668,Basel,BS
Tektra AG,CHE-112.165.140,Muttenz,BL
telcosol ag,CHE-112.533.433,Reinach (BL),BL
Tell-Apotheke AG,CHE-114.372.454,Basel,BS
Teltec Semiconductor Technic S.A.,CHE-108.137.270,Basel,BS
témoc AG,CHE-253.926.196,Liestal,BL
Templum Housing AG,CHE-287.495.892,Riehen,BS
ten23 Health AG,CHE-440.513.319,Basel,BS
ten23 Holding AG,CHE-358.275.426,Basel,BS
Tenens AG,CHE-317.201.028,Känerkinden,BL
Teneo AG,CHE-102.191.360,Basel,BS
Tenet Capital AG,CHE-222.913.708,Bottmingen,BL
TenEx Holding AG,CHE-204.779.470,Allschwil,BL
TenGreen AG,CHE-177.305.937,Muttenz,BL
Tengry AG,CHE-113.649.535,Basel,BS
Tennis an der Birs AG,CHE-108.027.173,Aesch (BL),BL
Tennis-Center Ergolz AG,CHE-107.945.623,Sissach,BL
Tenro AG,CHE-113.912.589,Bottmingen,BL
Tenro Event AG,CHE-116.021.238,Bottmingen,BL
Tenro Holding AG,CHE-240.167.044,Bottmingen,BL
Tenro Investments AG,CHE-193.948.306,Bottmingen,BL
Tentan AG,CHE-106.078.449,Itingen,BL
Tenthpin Management Consultants AG,CHE-340.345.228,Basel,BS
Tenthpin Solutions AG,CHE-433.686.699,Basel,BS
Tenum AG,CHE-101.477.397,Liestal,BL
Tenum Management AG,CHE-107.436.480,Liestal,BL
Terasil Finanz AG,CHE-115.280.688,Basel,BS
Terax AG,CHE-105.906.397,Laufen,BL
Tercero AG,CHE-103.891.483,Arlesheim,BL
Terena Immobilien AG,CHE-109.892.423,Basel,BS
TER Holding AG,CHE-279.855.623,Basel,BS
Terimo AG,CHE-102.758.947,Allschwil,BL
Terminus Immobilien AG,CHE-105.900.058,Sissach,BL
TerraBuild AG,CHE-453.679.165,Basel,BS
Terrafin AG,CHE-100.462.068,Bettingen,BS
Terragon Ecoexperts AG in Liquidation,CHE-103.663.901,Lauwil,BL
Terrain- und Finanzgesellschaft Basel AG,CHE-102.995.950,Basel,BS
Terraluk Bau AG,CHE-105.619.489,Laufen,BL
Terraluk Generalunternehmung AG,CHE-191.859.749,Laufen,BL
TERRALUK Holding AG,CHE-277.694.094,Laufen,BL
Terraluk Immobilien AG,CHE-337.535.685,Laufen,BL
Terranova Immobilien AG,CHE-103.619.805,Basel,BS
Terra Solutions AG,CHE-348.272.024,Liestal,BL
TerraStar AG,CHE-383.559.677,Basel,BS
Terravest AG,CHE-263.115.578,Basel,BS
Terreno AG in Liquidation,CHE-102.313.350,Basel,BS
Terrestre AG,CHE-101.689.166,Reinach (BL),BL
TER SCHWEIZ AG,CHE-107.817.190,Basel,BS
Teslab AG,CHE-363.857.019,Basel,BS
Testaris AG,CHE-245.886.063,Basel,BS
Testor Treuhand AG,CHE-102.155.312,Basel,BS
Testrella AG,CHE-275.237.159,Ettingen,BL
Tete AG,CHE-374.129.289,Binningen,BL
Teva Pharma AG,CHE-103.037.075,Basel,BS
Tewis AG,CHE-107.212.035,Wahlen,BL
Texelia AG in Liquidation,CHE-106.039.981,Basel,BS
Texteam AG,CHE-108.642.929,Bottmingen,BL
TFL Ledertechnik AG,CHE-108.415.233,Basel,BS
TG Holding AG,CHE-245.033.190,Böckten,BL
Thai Euro Invest AG,CHE-101.060.376,Basel,BS
Thalia Bücher AG,CHE-101.600.781,Basel,BS
thamaniya ag,CHE-171.554.979,Allschwil,BL
thamaniya holding ag,CHE-347.535.770,Allschwil,BL
Thaqi AG,CHE-243.056.843,Liestal,BL
The 2000 Corporation,CHE-100.013.836,Basel,BS
The Asia Company S.A.,CHE-115.846.638,Münchenstein,BL
Theater Fauteuil AG,CHE-101.384.241,Basel,BS
The Bloc Switzerland AG,CHE-113.030.991,Riehen,BS
The Bloc Switzerland Holdings AG,CHE-108.527.369,Riehen,BS
The Can Do Company AG,CHE-480.279.992,Basel,BS
The Cover Media AG,CHE-109.398.175,Basel,BS
thecrag AG,CHE-312.393.995,Therwil,BL
The Four Winds AG,CHE-297.107.714,Muttenz,BL
The HUB Media AG,CHE-113.309.944,Basel,BS
The Irish Pub Company Basel AG,CHE-116.301.519,Basel,BS
Theo Bauer AG,CHE-323.266.929,Bottmingen,BL
Theodor Burckhardt AG,CHE-411.894.574,Basel,BS
Theodor Rietschi AG,CHE-102.372.051,Arlesheim,BL
Theo Heitz AG,CHE-107.793.945,Pratteln,BL
Theo Meier AG,CHE-101.965.900,Pratteln,BL
Therapeomic AG,CHE-109.877.381,Riehen,BS
Therapie-Center Neubad AG,CHE-386.733.919,Basel,BS
Therayou AG,CHE-490.342.184,Basel,BS
The Real Project AG,CHE-114.099.413,Basel,BS
Therloid AG,CHE-107.905.836,Therwil,BL
Thermo Fisher Diagnostics AG,CHE-107.738.389,Reinach (BL),BL
Thermo Fisher Scientific (Schweiz) AG,CHE-109.344.297,Reinach (BL),BL
ThermoTex Europe AG,CHE-111.737.246,Aesch (BL),BL
THEROWA AG,CHE-100.055.295,Böckten,BL
The Royal Cigar Company AG,CHE-101.825.825,Basel,BS
Thesaurus Group AG,CHE-187.197.750,Basel,BS
THE SEVENTH CONTINENT AG,CHE-100.354.697,Binningen,BL
The whole Media AG,CHE-108.587.578,Basel,BS
TH Finanz AG,CHE-151.643.114,Liestal,BL
TH FINE FOOD AG,CHE-109.696.460,Basel,BS
THG Technik Handels Gesellschaft AG,CHE-443.405.608,Lausen,BL
Thiele & Co. Aktiengesellschaft,CHE-107.735.675,Basel,BS
THIMOBI INVESTMENT AG,CHE-105.997.974,Münchenstein,BL
THOKO AG,CHE-411.495.760,Füllinsdorf,BL
Tholus AG,CHE-368.801.842,Basel,BS
Thoma AG,CHE-107.735.623,Basel,BS
Thomas-Bassot SA,CHE-103.980.543,Reinach (BL),BL
Thomas Eglin AG,CHE-106.817.566,Arlesheim,BL
Thomas Kamber AG,CHE-141.868.864,Sissach,BL
THOMMEN AIRCRAFT EQUIPMENT AG,CHE-112.300.343,Muttenz,BL
Thommen Automobile AG,CHE-104.328.322,Rümlingen,BL
Thommen Getränke AG,CHE-114.845.174,Muttenz,BL
THOMMEN-LINE AG,CHE-113.977.608,Muttenz,BL
thommen maler ag,CHE-101.754.355,Lausen,BL
Thommen Maschinenbau AG,CHE-104.328.256,Rümlingen,BL
Thommen Sanitär AG,CHE-393.492.750,Liestal,BL
Thorens Export Company AG in Liquidation,CHE-105.258.664,Giebenach,BL
Thorens Holding AG,CHE-101.773.157,Basel,BS
THREE STATES AG,CHE-247.542.574,Basel,BS
Thron AG,CHE-493.167.463,Duggingen,BL
thuba AG,CHE-101.743.156,Allschwil,BL
Thuchera AG,CHE-114.125.938,Liestal,BL
Thummel AG,CHE-107.780.670,Aesch (BL),BL
THUNDERBIRD IMMOBILIEN AG,CHE-466.806.473,Münchenstein,BL
Thurneysen & Co. AG,CHE-100.072.425,Basel,BS
Thurneysen Liegenschaften AG,CHE-392.868.255,Basel,BS
TH Value AG,CHE-318.295.523,Ramlinsburg,BL
Thymian AG,CHE-167.460.418,Basel,BS
Tiago Bau AG,CHE-301.732.283,Muttenz,BL
Tiago Immobilien AG,CHE-316.132.531,Muttenz,BL
TIAMAT Treuhand AG,CHE-430.768.562,Itingen,BL
Tiare AG,CHE-426.608.837,Basel,BS
Tiba AG,CHE-224.362.529,Liestal,BL
TIBAG Trust Insurance Broker AG,CHE-108.639.347,Liestal,BL
Tiba Immo AG,CHE-278.662.576,Muttenz,BL
TIB Projektentwicklung AG,CHE-101.800.943,Basel,BS
TIC Beleuchtungen AG,CHE-103.636.011,Allschwil,BL
Ticon Chemicals AG,CHE-170.332.519,Basel,BS
TI Engelgasse AG,CHE-114.887.221,Riehen,BS
Tiergartenrain Immobilien AG,CHE-177.381.387,Basel,BS
Tiergesundheitszentrum AM BLAUEN AG,CHE-115.551.999,Laufen,BL
Tierklinik Leimental AG,CHE-107.541.409,Biel-Benken,BL
Tierparadies/Adventura Sports AG,CHE-488.180.297,Oberwil (BL),BL
Tiliapharm AG,CHE-103.117.478,Allschwil,BL
time store ag,CHE-109.652.899,Basel,BS
TIMO Schweizer AG,CHE-174.599.381,Basel,BS
Tinadrian Holding AG,CHE-103.269.912,Grellingen,BL
TINA Immobilien AG,CHE-463.842.188,Münchenstein,BL
Tinta AG,CHE-133.674.565,Basel,BS
TIPA Holding AG,CHE-193.961.040,Binningen,BL
TISA Internationale Transporte AG,CHE-105.939.824,Pratteln,BL
